artist_id,name,followers,artist_popularity,genre_1,genre_2,genre_3
6TEJEpQK2sBzA3GyzewjMq,Rosalia Sairem,6,0,,,
6tDggF4J1lNOOx5W2eGUdf,wii_the_youngest,5,0,,,
6td4KEROAy7QZbCyqPKzsm,Qwint,11,0,,,
6tCZwiSjU7ZP8xJlfuXTRM,Korazon,3181,13,,,
6Tcv81NwhshAZnSsoJT0WI,Lil Seeto,55512,37,,,
6tcOJ8DRI6oaFcXgYBCnRc,Jean du Voyage,36775,47,organic electronic,,
6tcmqNTrK9HptwQRhWeqFu,Kaiserin Rebecca,2146,2,,,
6tChMgW5hi4EO4lYoe4Ino,Taan Newjam,65,6,,,
6tCc4TZHUjBFtrbxV6kfgm,Adele Dewar,0,0,,,
6tcb5d5zGoUpXx78j672Fo,Drunken Dolly,896,2,celtic punk,,
6TbznI0U93j8IuSXoJ4bOz,Jennifer Pérez,93,8,chill guitar,,
6TBVRWjGKSLCZwhqSQ03pK,Faye Fang Kaew,19309,20,thai teen pop,,
6tbjWDEIzxoDsBA1FuhfPW,Madonna,7429353,78,dance pop,pop,
6tberbrKFcndFNn2Yj2Ber,Zen Méditation Ambiance,9344,31,zen,,
6tBcfE3WICj9bPBan8rAcu,Station North Sound,56,0,,,
6taYi5uXEnCw4qNJS6cwtd,Breeze Mantana,284,18,,,
6tArOXM0wa2zeFuhLQIC76,Junji Ishiwatari,1045,18,,,
6tAlkpAH549ulscAHV3FJD,TonnyKhay,32,2,,,
6TaCDs0t4g02foCaUEz995,Ogi,1133,10,,,
6TA4iH79y8ACEutxtmA86M,BTSBrasilTV,2,0,,,
6t9umnbuZXKuizfugGnw6z,Gone in 60,3123,43,,,
6T9NZn7NuoOPoyNJaBXav7,Levi Roots,979,13,uk reggae,,
6T8FMNb9JkztQowgEjTpvE,Sk papa,55,1,,,
6T7XbmwpyoGJlXgeV0UWJ6,Sam Sillah,3431,26,gambian hip hop,,
6T7mfQvCIdF31gzUGWRrJm,Relax musica zen club,20509,42,zen,,
6t7feavBHFgu1y0mefwA0b,TAMURAHARUNA,190,8,,,
6T7a4FqXHabzvnl4HMCNP7,Banda San Miguel De Piura,3365,25,banda peruana,classic peruvian pop,marinera
6T6zZw44bY6QpT7s06ODfx,sully2rich,58,2,,,
6t6YsIZkxd0VC7mXKD9Ziw,ROW,2243,47,,,
6T6q7rQ9UozLr5Ah6rseQa,Horja,139,0,,,
6T5tfhQCknKG4UnH90qGnz,DNCE,4611680,65,dance pop,pop,
6T5HsXQfkZAYRdytUcvd0U,Markvard,14656,34,swedish tropical house,,
6T56xtTEllGW17snjAZLNP,Gia Woods,78881,35,alt z,,
6t4th8Kbvb0EJuPBCNJTFk,Top Floor,1119,8,,,
6T3W2J783SAUnmZLZH9tSY,Gautma Dhali,7,4,purulia pop,,
6t3MLroOh8SGgWlOCj36Yt,徐乘龙,67,5,,,
6t3l4Rs61a2r1F9dUqqkgl,Arianna V. Khamsaly,57,16,,,
6t2RAhQ7FYKqc4zQvrAFDW,Big V,234,4,,,
6t2LZR3I7kLwsNVkecyYiM,Lil Thug E,31500,23,mongolian hip hop,mongolian pop,
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,656064,67,edm,pop dance,
6t0CGttkftcH4EikTr0pZJ,5ta Nota,209,3,,,
6t0a2t1BXxTQvAkxReClPm,Kississippi,31735,35,bubblegrunge,diy emo,philly indie
6sYQZcu7acZnQvtdKyDmkl,ZmR,19,0,,,
6Sy6zJra4dfLZBHvHYgxXW,DJ Grrrl Swag,99,0,,,
6SY2fnIoxSSru3BLrei72g,Travis Smith & Cindy Jo,62,4,,,
6sXyucEMFImdaSrUb3oyC3,Zachary Carrettin,57,1,,,
6SXXIdmS9dNJRuf1mqZizy,Rick Mims Band,36,0,,,
6SXTTUJxIVwMbc1POrviTr,CoComelon,547817,71,children's music,nursery,preschool children's music
6SXMRo7CBlkvgUskwVAMUn,St. John's Wort,87,0,,,
6sxflqEtEtgTyC6pfcn6m3,Mariah Patterson,6,3,,,
6sXCWim4vseRSFg2QsNDw3,SZNS,8598,22,,,
6sXC2LEYKwXhhPINwdMRy1,Still Searching,586,1,,,
6SWgav7sxznLd7W3YvxN2S,Soulya ID,194,6,new italo disco,,
6SvvFuoljc1HHHDUHBlF46,marissela,364,12,,,
6svqgn8444V7khZxeHQ0c1,Gunna Chorna,2303,24,,,
6SViJgKYaY21mR8IhNlh2D,Redspite,33,9,,,
6sVaJ9KKNkAGQVBHVcb7iN,Rockstar Lullaby,29,0,,,
6SV2IqGJW6YaVHwRu2UbL9,Twice Born,25,7,,,
6SusScAL9iW1SN9aIiBa3T,Eloise Viola,2832,28,,,
6sUDseQnAt98mZzuvuuYbF,JayBaby TheGreaty,373,3,,,
6STrEIqaGuqc8ZVNZd7qbc,Daniel Payano,7,0,,,
6STjC3QJTieuM5WHHtkGuh,Raven & Kreyn,31673,41,big room,gaming edm,pop edm
6sTbiLQIUkXLVuKWItbbUV,Calvin Archibald,1,17,,,
6ST4Oan1TPvVOQhVoKuizQ,Valentino Sirolli,5124,13,,,
6SSYiSSaA0SedMsVpH5GwM,Masahito Arai,43,11,,,
6ss7NRk9Y2P9n8q1yH2HXA,Godfather of Harlem,27655,38,,,
6SrnZol3kd4Jg67BIkiQ8V,LUVXR,129,0,,,
6SrJ85bJ6OIR8UA7yyiptt,Lindy Dobbins & The Red Velvet Manx,7,0,,,
6SriSkwb0O4iOFjdRVk26t,Instrumental Jazz Música Ambiental,18679,34,,,
6SriGYh9eaaMk15IwR3QjQ,Jeremiah music,5,1,,,
6SRgy2dufpeTjfejbLL5g3,Raiann,64,0,,,
6SrA4711bML5NvPO13Tr6t,Princess Chelsea,164530,52,auckland indie,baroque pop,nz pop
6sQYaNkcSXVTS2usKH3zAN,Harry Sorry,26498,2,,,
6sqqGHyJ1Dnt1qKKe9iGAi,Miguel Migs,74090,39,deep house,,
6Sq6MbyprLeRke76wfWIzP,Smokey Bud,60,6,,,
6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernández,7356152,73,latin arena pop,latin pop,mariachi
6SPv1UbTVISm2fedWtpFje,Boutcha Bwa,6414,35,bouyon,,
6sP5tUhvCD1M0g6dCCdbGP,Hollow,2,0,,,
6sOP8RUFR0q0nBOBOXGdBK,Melanie,110275,43,folk,persian pop,
6SoN1NNbldgcMDzOV0A7px,La Spell,6,1,,,
6sOHco9IPqeP6MMCZkzRBc,Alahn Bey,2,0,,,
6SnyW1vQjdzojFbgbj4736,VGM Squad,3517,29,,,
6SN9UtyWQHoERjVwdJ66Ak,Max Wakefield,1,4,,,
6Smy5hRNvMoK4C5DYiLDI8,WeddingCake,2137,21,,,
6SmV4SEEMzvNuWKHmsvtUM,John Shaw,700,14,,,
6smHRwL5gFay1yPoFvGIcR,Rafael Dias,215,0,,,
6sM5bb0I7cvGVm5C9XU1qW,2014 Radar,9,0,,,
6sLVkYL7gONz8E9NbeXhGE,Txarly Usher y Los Ejemplares,655,5,,,
6SlLXvZvYEGnurxBUpUdri,Miguel Atwood-Ferguson,10311,41,indie jazz,,
6SldccoROZiYKPxwktKYWg,The Black Velvets,284,4,,,
6sLbagiTMEr3dIeWd4UIWY,Dhoven Gards,162,18,,,
6slB3OM2fgdGorvzqVo9zB,Eva Luthander,6,0,,,
6Skl2RueCJYKBBm1Yr6BBQ,Riana Nel,138937,37,afrikaans,,
6skHU2NA076qjoTHDfxrBb,Georgina,66,5,,,
6sJZcLIyS4eO3AH4CtDLRP,Molly,1145,24,,,
6sJyGXUH0EMOW35kUO4yN2,Joyce Chu,11,0,,,
6sjtTc3yl2yNTuTPVMONLJ,Shawn Bibb,186,0,,,
6Sje8C9ryCk1XmU3zemIqr,4quan,90,0,,,
6sj8Vn7Yy32jXmKfp5vzp1,GRIMM Doza,5864,31,dream plugg,,
6Sj7Arx0sQvCZVE2m7bcmQ,Origami Girl,1188,7,hardvapour,utopian virtual,vaporwave
6Sio36JFHhe74yJDTb4uzX,Nuee,12,0,,,
6sIfl8Wqmey85f6R1Ln7eh,Latrice Pace,1151,8,,,
6si861aQ91WeRjK1yoC7he,Sire,93,0,,,
6Si6obxYS5yBJrdpZieVf3,Jerry Joseph,4638,16,western americana,,
6SI2JOqTJwLVX63w28PxoL,Just Her,8323,27,deep techno,,
6SHwISgJDs530OoURE8sGi,Jet 2,186,2,,,
6ShqyafouDcEeQVmdVuTzR,Chaitanya Hari Deuter,2954,24,berlin school,,
6shMCECU8rEpAb89BiqRyD,Jamie Saft,40,2,,,
6ShkEZd9t9Is4ORMq4pf8D,KiddyLoso,73,1,,,
6SHGWppjZ0ppEcvW1HkXjZ,Bankroll Mafia,151840,23,atl hip hop,trap,
6Sh3owUrsFjZ4qCjtpPV7G,Jennifer Rostock,213149,42,german alternative rock,german pop,german punk
6sGzyOehQ88SQ5bLqQDcb3,Jaylinzo,101,2,,,
6SGx9V7sHodWWPW1lCkVxE,Snooze Tunes (For Babies),1246,31,lullaby,,
6sGDncZNPvDpAMWu03lr4I,Kaden Nimbus,4,11,,,
6sGCoH3jms4BmpWS6qzhCR,Alessio Cristiano,509,18,,,
6sg4OZ2ZzhsEeOTTEZYMYJ,Eden Mary,3136,21,,,
6SFZSRQx5SsoFj65Co61mu,Jordis,362,4,,,
6SfPAcR67ssVyMQWoizN7Q,Airmow,6693,33,,,
6sFHvCyqklnJpXC9Nh1aag,Alexander 23,412012,58,alt z,singer-songwriter pop,
6SfBPDC1R7fsev3pAqwgPd,Anthonny Jembs,3,0,,,
6SdyJG07NnlafJIw3PAEgk,5th Avenue Girlz,7,0,,,
6SdQxIOw0CWJWbjFjQbQIw,Shawn Dawn,5,6,,,
6SdOff1qUAgvnVW2FwXg4o,Nix,0,0,,,
6SCY6hncB80WWFCcs0uu2y,Redd,9147,10,turkish rock,,
6ScsyAesukdtWrJcl1jODk,J-Rock,174,0,,,
6ScOzF2YsQknWQEGTCYkKP,DU3normal,208,0,,,
6sCkG9HLpaMHNATMZhHseS,LINKL PLANET,727,13,,,
6scebCHeVjDSLED7fTmNCd,TOMMY GORDON,61,0,,,
6sCbFbEjbYepqswM1vWjjs,Zendaya,4417609,67,pop,post-teen pop,
6sCB8FocY4Wz66PGppTKDK,Red Velvet Slide,14,0,,,
6scb2vk43FsavrDOs16gqv,Yung Gunna Boi,539,10,,,
6sC9jEd0IM1QrdtZ6OD17U,Kaiden Stewart,0,1,,,
6SC5ghQ4vqVmUIFMZMDP5y,Ran Foreign,8,0,,,
6SC35Z0CcZSHHaWeR2owyt,Ellie Houghton,0,1,,,
6SBoJMGv5PEsuI11RqY8zz,Dripill,9,0,,,
6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,417244,51,classic country pop,country,country road
6sAY3D61bkHrm5yChbrhTX,Lonesome Grass,2,0,,,
6SAsxJHYs6alX8jPrC1Slb,Ryan Lehner,68,5,,,
6SAFxxhieAiEuFVUOLsgEz,Baby Blanket Music,462,11,,,
6sa6bsVjaxbqEqtvEzJImp,Arrow Azura,72,7,,,
6sa0M3wEW2XozpOaVdcG4E,Jordan Jordan,4,1,,,
6s9YidFoF6EM6JeGjgnqdh,MC Kynho,58,5,,,
6s9MYmOjxAnnw2QKNwqHYn,Young Trocc,109,9,,,
6S9bLkEZSVIcY18RNcNG50,Nicholas Hooper,44930,55,british soundtrack,soundtrack,
6S9AbH3NSPIOjb6YVaLfIi,H.E.R.O.,5264,19,,,
6s8cKend3eXals4RkiMsyU,Your World Within,19272,26,motivation,,
6S7VETShwiuoA5c5vQ9VGB,Absolute Zen Masters,16,1,,,
6S7lMwgafEK384nEx70j5E,Treasure Davis,2144,13,,,
6S4MMJZAE4n3LvQGGWuI0A,Þórður Magnússon,35,0,,,
6s4gflht1Fg0NSyrpokFAI,nexxx,7,0,,,
6s45A95kGw2MI68m6VHRyN,Lashon,19,0,,,
6S3CbwXLm1waxap3VZW24x,Archie Versace,274,16,,,
6S2ZywalYxKl0hcTQh62Zz,DJ Gomeko,3739,24,cubaton,reparto,
6s2PAhysMWjWh8f5nF9LCo,Young Thugg,2449,0,,,
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,26535451,76,pop,post-teen pop,
6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,411576,58,classical,compositional ambient,russian modern classical
6S125PJZpYbguFj48bbYO4,Halim Ahmad,3192,28,nasyid,zikir,
6s0XU7F4yhoIASfGQkXY0x,Q2timez,192,4,,,
6S0vNs1mF4gSUubkFRh4Xq,Selina,3425,15,,,
6S0OaoXz6T2NejEx7fFyMR,Wahi Bonds,70,2,,,
6S0dmVVn4udvppDhZIWxCr,Sean Kingston,3225750,67,dance pop,miami hip hop,pop
6s010JcJfq8q4AI4XEeWWh,Joe Peshi,308,16,,,
6rzEzXzo28agg4ODVgNHjE,J Cae,109,11,,,
6rzExuvIe471ulZCercp4Z,Jennifer Kamikazi,1395,6,,,
6rZ5PwO14pb9PWLAxoXIlJ,House of Usher,138,0,,,
6rYTTx9HCMsfRL3GBecubd,AQ,3206,22,,,
6rYmVcx0TKASZU6Tn3MgA3,Alexia Reis,9891,27,sertanejo pop,,
6ryGFEDvM7703b889hPUFZ,Sully,23182,29,future garage,modern jungle,
6RYECm5KXVPhxire7fburv,Mario Grigorov,1219,25,balkan classical piano,,
6RY7kT6PGGzAA3TG3s4Qmp,Karlae,8820,30,trap queen,,
6RxugUKvc7v3AOJduXiGua,Savvy,1714,16,bangla pop,,
6rXpyi122Zalz9VORZB1xd,Rene Ablaze,4597,32,dutch trance,progressive uplifting trance,uplifting trance
6RxntBC142Pqnx03CsuhAl,Mar'da YG,5,0,,,
6RXfBqGg0YwfM7jVCTq79W,illneas,4997,13,,,
6rx8WDggPTg8dIwn8TMuE4,Edda Magnason,3633,18,swedish singer-songwriter,,
6rwlq8DhMQ54QTBTxZUHdq,Fifth Hour Hero,1084,2,quebec punk,,
6RwBaA9wZC0BPWZfmGeWMo,Krisy,162550,53,belgian hip hop,french hip hop,rap belge
6Rw6wfIwMej3cukVhgk4jq,Renegade Tribute Band,76,3,,,
6rw5JWO64Xw634gi9rdwm1,Laura Fulgham,919,6,,,
6RW1VVbDxHlS1m7NzbGuld,Bally Bhinder,1562,23,,,
6rVxguZpK5tMU0yXWG9WZU,MIGUELL,272,7,,,
6rvMRjJkzxNxPcl2wOTa9U,Kento Ohgiya,4469,30,japanese instrumental,,
6rVHzzX29w7lhI0p8hLWKD,Pianofy,1488,21,,,
6RVDDk1pgh5wMKb1f6Rg0E,Relaxing Piano Covers,7286,21,,,
6RuutbNl5ny8LAf1uSK3fS,CEO Trayle,41900,48,,,
6ru6D5qgULs0t6cWOeGjlz,CPR Brazil,4,0,,,
6Ru5LuUcCcNNdyH5CwKLtz,Big EZ,6,0,,,
6rtZA61CNUMvxocRLHbSSW,Harsh Reality,418,6,,,
6RTydnc7PjnvHnjQOCzFqA,Prince Yaphet,45,7,,,
6rtUTaKghaPKpbZfY0BYIw,Snoopy Boy,93,24,,,
6rTUpaGDseTWJW7f1NA4bT,Rosy Barbie,550,16,,,
6rSOmvuWgofzapyawnoJXI,2015 Power Hits,119,0,,,
6RsLLSkSTcL4YrvgRcBTQd,Jimi Jules,34551,48,melodic house,swiss house,
6RsbAtMIel13xvNELOzRcp,Prince Naz,44,2,,,
6Rs9w2G9aOpqSLL5Rlzrk7,Adele Wilson,93,2,,,
6rS3MtLedHkYmxZntwUGoj,Saint Joao,314,18,,,
6rrwIOOzyvn76SDbkxjIjS,Cole Porter,138354,37,tin pan alley,,
6Rrt41vxxrogZp0urx25kQ,Offiziell Shawn,46,2,,,
6rRr30HQiNOw4UEZGD6PrQ,Gotti Major,139,1,,,
6RRhLX7Bx1NY2SObtHOJfr,Sean Beeson,1265,12,,,
6Rq9gCOjEgg6RbYoLRDOyt,Robin Resch,875,2,talentschau,,
6rQ3SigB4OUYf9RM5vyCAb,Joshi Collins,140,0,,,
6rPQL5sLLgz3NHojE2mvzs,The AbSouljah,281,4,,,
6rPgMyrhTQgfLkTQF4JRtk,Justina Valentine,57439,37,trap queen,,
6rpFXKJ2zLYJ0ZdnhDGzT1,Daetime,131,6,,,
6RPA79dhqM9Zz8uR1FxEZT,Lchavasse,1802,28,,,
6rONfV12yDK2yeQKf3Vlrn,DJ Polique,5089,25,basshall,,
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,4514405,69,contemporary country,country,country road
6roEEBQCvldaL4JA3dwe0l,Jolly Munchkins,528,22,,,
6ROBrOVYjW6rShl0bPx3RO,Holly Amber Church,304,9,,,
6rnzVLf7xpyCsp7saQoZfl,Jay Rhydon,803,21,,,
6RnUwB5FnD60Cfd2SlWnyi,Dubble Trubble,1172,18,,,
6RnUmxWhMnjyht0HVlNKME,Kaos + Karl K + Jae Kennedy,683,8,stateside dnb,,
6RNUdWVykcp3JujIKgvi4i,Cahyo Chodot,14,0,,,
6RNOL17FNsfxthulB2fVJs,LEVS,186,0,,,
6RNN8n4ixT5sqZOtuzcF3b,Melkers,3448,35,russelater,,
6RNJE5OQmYcjWGymv74SlG,Jeune Bran,156,2,,,
6rnF2aZB9uumx7PhXyzOmv,Johnny Clash,17,18,,,
6RMtHFKeR6SakVNjUhV2ex,The King's Men,119,1,,,
6RMLDJakN0iXpTkaNXMIeB,Jastenar,22,0,,,
6rMKTD5Joft7wNoDFoKlP4,5nine Skrilla,384,31,,,
6rmkmWuqSnmUYrsmzEBPlY,Rosalía Royo,7,0,,,
6rMk6fiKV7J8e1wZU2kKIc,SNOUPE,7,2,,,
6rMjAppgSAhNu1viIxvVud,King Brainz,41,1,,,
6RM2eUH2grJfd6gkRgiRXG,Piano Mage,1120,45,,,
6rm1uaZjykvKCobTzRPs35,TOMOO,41311,48,,,
6Rlyjevxv9Ls2LUot9vLFk,Og3real1,0,0,,,
6rkmEc6jAwXfmRwdIlGClE,Amarsingh Meena,16,5,,,
6RkdbmFw5VwIBPB1c12WeM,John Turkey's Nightmares,63,0,,,
6rK8WQGJCEPZjYEuNM97cn,Luccas Sanchez,67,0,,,
6rJxuJ3VlPfr8zlFMWmmri,Hitomi Flor,31739,33,latin viral pop,,
6RJtgZ2JuBtM5eBmIxx82X,Casey Monroe,11,7,,,
6rJqqRce0Kvo2dJUXoHleC,Alabama,1331615,63,contemporary country,country,country road
6rjf0fjRwaZK37QiKl9uBP,Prod by Rose,6650,29,,,
6rj5ZCtuAvkKhQyhnAv9FX,Madd Head,69,0,,,
6RiyJlJ49Dg6yIXun9UqBI,泽典,215,15,,,
6RiCzYaEdPXvvHg2pMfbxw,Little Jimi,387,1,,,
6RiCLOQGyUOBm2H4obkif7,King Hendrick$,781,25,,,
6rIaHuCIUu32uj2CjlEBN3,Mike Dimes,204455,58,southern hip hop,,
6rHWAH6F4mr2AViSxMV673,Jessica Mauboy,279839,51,australian indigenous music,australian pop,australian talent show
6RHTUrRF63xao58xh9FXYJ,IVE,3308928,74,k-pop girl group,,
6RHn70PwfIfzSYkMf8hH2k,WAS,4002,19,rap espanol,,
6rhjoW2V2WBJlVN75uQIPh,Chop The Pop,62,0,,,
6rhhylzloJVDD6FqMNxVKj,Pharozen,6861,43,anime piano,,
6RhhsWZc7IaSq6jRySystk,Action Now,102,0,,,
6RGxLsQUoGk5PLyMVwb3yE,Sananda Maitreya,449417,48,new wave pop,,
6rgW2cGY3hrgfi2eCmscNZ,Mund,79,9,,,
6rGRL61GJSuN7E2hQ7L1uo,Sabbath Assembly,8349,9,gaian doom,retro metal,slayer
6rgKRrlRJbRkDsHJF8w8AD,L.U.C.A.,604,2,,,
6rGEzy9HKs8rWpyNRJxYhe,The Abandoned Hearts Club,58,0,,,
6rGbkxba8N9yajezrAVMxH,Tabata Songs,132550,52,,,
6RG7kRo6XkGaYcILnpREKo,Saint John String Quartet,149,1,,,
6rg45ZMBm9MloQrQnPYS9V,Ezk,55,0,,,
6Rfy4JuvZCrmoGr16981bN,JayKay35,31,0,,,
6RfSHPLT9TYsffltMUFRHc,سيد السمرى,1,0,,,
6rfqBc5qC2Mbw3p3ovxYCL,Raphael,556,9,,,
6Rfn4ddNa6DBOLBQ43iGmQ,Kayne Waste,34,9,,,
6RedK3o51NbUJuJxXlT4kj,88-Keys,28273,44,alternative hip hop,,
6rE1WUd9uCZinC1e0t1Opl,Hendrix Saunders,0,0,,,
6RDyztkcUvcpScyVo47ML4,Superystorm,10,40,rain,,
6rdW5vfUjToVCzInK6hsEa,Acoustic Guitar Troubadours,172,3,,,
6RDRvqW48qD0AqRR04rkWW,AbdülHamid,688,25,,,
6rdrrz2VFVviqw9mhqWAiW,Ernie Black,86,5,,,
6RDoZIVyKU2T6DU2KukXZS,J-Haze,2673,7,,,
6RDDG29KAd3bKVMreXYnwY,Lucciago,5007,2,,,
6RcdUNNARXB9coQqgHyqFA,Alice Francis,24867,34,electro swing,,
6rBzx7tfseHVWFiUuS6LwC,Jazz Walker,1,0,,,
6RbVxLvuKIl8wWjczsr64m,Samuel Agbiji,1,0,,,
6Rboxwjnvu3wLcwzhlnaSO,The Fireballs,5712,28,surf music,,
6rbaOLacxBEy74hpHmyUnq,Carlito Tenflow,60,3,,,
6rav5eJzcOG5auohPghca2,Mzungu Tyga,19,0,,,
6RaSfqo4f0b42iNouQeAKK,Tracy Bonham,37824,33,boston rock,lilith,
6RaKdMfhnMdLFXvsWSZaa0,Waje,55607,26,afrobeats,afropop,nigerian pop
6RAjggwom3h4d1CTM4zojc,Rautu,1531,27,,,
6RaiKG5tw86txOXvC2v4wj,kelvin zica,183,9,,,
6R9Mv0bgGE4Tqxna1q5Mrj,Roy Ayers,222317,48,funk,jazz funk,jazz vibraphone
6R7NMLRnMILicqBn9YcGKa,Smoke Ring Days,1154,21,,,
6R6tuqCxJRopO4bE8nfLGk,P.R2B,13022,34,nouvelle chanson francaise,,
6R65eBWUjovq4F1nPrIDlE,900evan,28,0,,,
6R5fVYsGczjWq3zSta8JtS,Sam Skilz,579,1,luxembourgian electronic,,
6R4VqC3UPH3WCvYmeNCffx,S. Garskof,0,0,,,
6r4MdQMnpcloQ1vY4LwLv0,Guillermo De Caminos,464,3,,,
6r44EYC5d85PzpPjsf9B4d,Smoky,587,18,,,
6r3P8vd7fAgGz4BfsbqBnY,Dennis Kuo,10251,39,,,
6r3C123kIAaGsjrLboMQmK,Jukebox Karaoke,17,0,,,
6R36R2FLprpeUxInvlLWuR,BIENFEO,2,0,,,
6r2VdmaADLm4TAb0CJ2Kjz,Steinar Gregertsen,67,0,,,
6r2hoZ8PKZ7czoPwlXbKOP,Ogiiees,6,0,,,
6r1s0xXEeF0jTBVHpzG1vH,ALLCAPITAL,444,11,,,
6r1q2TDgkpGjIBdy0ysMWX,Turkish Trap Instrumentals,848,5,classical drill,,
6R1b13BgmP15f21dQZpFz9,Pynch,5938,22,crank wave,lo-fi indie,
6r0yeyjdGpvfPhPVeaq877,Jennifer Toledo,5,36,,,
6qzyf2UJ9mKMpMJkW8VGFq,Lil Jimmer,44,0,,,
6QZyblRz5byKROc6kBjUdV,Heart-Shaped Tracks,1356,5,brazilian soul,,
6QZIwIC13o9vCfYLwP6Fdr,Lucas,12,0,,,
6qz7RYHV3hX3MQSDquCSRF,sløwly,360,1,,,
6QZ0451cRphXGoakfDCOJ8,Ardhy Khabir,10,7,,,
6QYVgHkYPULicbdJwK4Dg6,LIL'CHRI$fTV,19,1,,,
6QYd31OpK1UrN4y2WgFMFB,Dj Asap,2373,9,slow game,,
6qy7CTXCcHXNZQeXUxtFu9,26-Nov,21,0,,,
6QXtidyXX0uGggafrYdktx,Alessi Rose,1741,14,,,
6qxdmY3SMyvfVadKXWTZQi,Anthony Jacobus,305,46,,,
6qX64gLrh7Fb3z4twtyx2W,Mackboy Burger,164,4,,,
6qWrwe8yCELCN6D8T1MwF9,Guild of Stags,178,0,,,
6QwN7y3w4rldMsEECQp4rt,Alex Hendrix,118,0,north alabama indie,,
6qwKMmdbm45c3VucXbqLqL,Marshï,71,1,,,
6qw6L6kwkJsoemzw8w0v39,Bache,140,0,cornwall indie,,
6QVdoM2hKK0p5XTyaPoWYH,Dodrop,7,0,,,
6QUnooiFt7qW7GiCtcdqWg,Hers,17119,31,thai indie pop,thai pop,
6QU9RVFZtJYxEZgu4QHbyz,HardNox,1309,10,,,
6QU1DXYDSZUNAJNm987Z8Q,Lou Reid & Carolina,2942,7,bluegrass,,
6qtgQF8AKi8uTo3gKY5lIp,Mark Maxwell,3917,31,smooth saxophone,,
6QtgPSJPSzcnn7dPZ4VINp,King Von,3649866,74,chicago rap,,
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,2929704,65,album rock,classic rock,hard rock
6qTckVBrsUTM2igSoWf5jc,Die weiteren Aussichten,115,8,,,
6qSZBpbx8xgmJYnAVaaoqb,SoulBeatz,1441,23,anime lo-fi,,
6QSwQEz8CDMg8Rqk8dEkxS,Mathame,134663,50,italian techno,,
6qsp31HfM7a49BMmhZsh8l,SongForYou,182,0,,,
6QseBpexbDn1UBHAyEOZxK,Momo HPG,24,0,,,
6QS84S3i4gwdEKqWoTtDLd,La Fouine,587087,50,arabic hip hop,french hip hop,pop urbaine
6qrx1C9d4SOCbHnKAJK2c3,Jcoll,143,21,,,
6QRqTWYUEAd96lUaSATNFU,Pastor Sam Smith,7,0,,,
6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,911344,66,indie poptimism,,
6qRNh1yyn5jVn0UVfMgPaI,AMARAH ADELE,3,0,,,
6qRlcCfT5cd8s242nj8Ewu,Shawn Underwood,0,0,,,
6QRHvvChDq7vFMNBKi0dXQ,Tygah De Alpha,4,0,,,
6QrdWAI9FMyVqBIKcecUD0,Johnnie Carwash,2765,17,french garage rock,,
6QR2sx5KmPpB0wnp8Ttb8l,DJ DRAKE ORIGINAL,3,0,,,
6QR1q3StO1gE52eDYzmMJN,The Sensational Jimi Shandrix Experience,46,1,,,
6qQxoDvzADXMX2jhUOi406,Ogiach,10,0,,,
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,89996504,87,art pop,pop,
6QQJ7tLVDx5S0VHKVek3gB,Brady,110,12,,,
6qqaErT30YiA5t8zIwqPgA,PARKER,41,0,,,
6qpxYk5uqceifmjmOyaYqu,9clock,2,0,,,
6qPx7kboTCUowLUOcw9Gpe,hannah etch,40,0,,,
6qPufmg1dODD8aIQxF9LfY,Roots Raid,2326,24,dub reggae,electro dub,
6Qptu9HTJPtdPIZ2LCNmkS,Anthony L Anderson the Great,24,1,,,
6QODtP4AqOqcYHkYa5MntV,Zion CTB,336,6,,,
6qO379afBWoZnTC5VCraLX,Y.G.M Jayy,25,0,,,
6Qns9TjtO7BK1TM3LfVyre,KAIZENN.,12,0,,,
6qn3wooUOVnNuKdXoyMAYm,RELAX YOUR SOUL,2312,27,,,
6qN110S0oYY3UAPzLbH7FW,Sully,374,4,,,
6qMYuWfRxoYcr6DCzqVWgy,Enoch Daniels,3602,11,indian instrumental,,
6qMqxCV4XwR52I4kZVsGOW,The Fifth Alliance,1398,1,post-black metal,,
6QmH7tnWCRY3KnvtRZXglO,Luke Berryhill,815,4,,,
6qLiPRMuRkDmfeqvfOO4uK,Red Hot N' Blue,143,3,,,
6qLCHTzIsu0tvr8VuSlJU8,Ellie Moon,344,1,,,
6qLbyHtwuyn2a3aZqEGrJv,DS,31,2,,,
6qKNO74t6cNcytBKSunEcW,Cybertrash,11494,41,bedroom r&b,hyperpop,
6QK51KSGjGC8ux9l6CBVmK,Pat Knight,69,0,,,
6QjohRvfpC9uR3e0gIaBRy,Luca$,22,1,,,
6qjhYs5KNSoSU6fNJqDGIo,Sanjoy,49166,55,desi pop,,
6Qiz90bNkG1IwPSp7MJxfS,Young Troy,2590,32,trap soul,,
